rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHANG Nan, ZHAO Yunlei",0,190 - 33,"$955,150.00","90,300 / 13","https://bwfbadminton.com/player/35357/zhang-nan,https://bwfbadminton.com/player/54522/zhao-yunlei","35357, 54522"
2,INA / INA,"Tontowi AHMAD, Liliyana NATSIR",0,168 - 41,"$706,246.25","85,360 / 11","https://bwfbadminton.com/player/54267/tontowi-ahmad,https://bwfbadminton.com/player/14727/liliyana-natsir","54267, 14727"
3,CHN / CHN,"XU Chen, MA Jin",0,141 - 38,"$787,393.12","80,340 / 11","https://bwfbadminton.com/player/51620/xu-chen,https://bwfbadminton.com/player/95281/ma-jin","51620, 95281"
4,DEN / DEN,"Joachim FISCHER NIELSEN, Christinna PEDERSEN",0,193 - 56,"$638,571.49","77,570 / 11","https://bwfbadminton.com/player/10513/joachim-fischer-nielsen,https://bwfbadminton.com/player/53759/christinna-pedersen","10513, 53759"
5,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",0,90 - 67,"$163,999.77","64,870 / 15","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
6,KOR / KOR,"KO Sung Hyun, KIM Ha Na",0,42 - 19,"$187,924.99","60,470 / 14","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/73982/kim-ha-na","88094, 73982"
7,GER / GER,"Michael FUCHS, Birgit OVERZIER",0,110 - 59,"$151,341.26","54,330 / 14","https://bwfbadminton.com/player/51263/michael-fuchs,https://bwfbadminton.com/player/50851/birgit-overzier","51263, 50851"
8,THA / THA,"Sudket PRAPAKAMOL, Saralee THOUNGTHONGKAM",0,268 - 156,"$326,022.47","53,360 / 17","https://bwfbadminton.com/player/10650/sudket-prapakamol,https://bwfbadminton.com/player/7065/saralee-thoungthongkam","10650, 7065"
9,INA / INA,"Markis KIDO, Pia Zebadiah BERNADET",0,54 - 39,"$102,761.10","49,960 / 15","https://bwfbadminton.com/player/50420/markis-kido,https://bwfbadminton.com/player/52730/pia-zebadiah-bernadet","50420, 52730"
10,SGP / SGP,"Danny Bawa CHRISNANTA, Yu Yan Vanessa NEO",0,92 - 74,"$66,066.12","47,020 / 16","https://bwfbadminton.com/player/66920/danny-bawa-chrisnanta,https://bwfbadminton.com/player/14297/yu-yan-vanessa-neo","66920, 14297"
11,CHN / CHN,"LU Kai, HUANG Ya Qiong",0,25 - 7,"$117,704.99","46,230 / 11","https://bwfbadminton.com/player/28549/lu-kai,https://bwfbadminton.com/player/63168/huang-ya-qiong","28549, 63168"
12,HKG /  / HKG,"LEE Chun Hei Reginald, CHAU Hoi Wah",0,52 - 25,"$134,802.10","44,860 / 13","https://bwfbadminton.com/player/92609/lee-chun-hei-reginald,https://bwfbadminton.com/player/55285/chau-hoi-wah","92609, 55285"
13,SCO / SCO,"Robert BLAIR, Imogen BANKIER",0,94 - 44,"$95,415.01","43,050 / 17","https://bwfbadminton.com/player/12052/robert-blair,https://bwfbadminton.com/player/51953/imogen-bankier","12052, 51953"
14,JPN / JPN,"Kenichi HAYAKAWA, Misaki MATSUTOMO",0,52 - 50,"$42,371.34","42,730 / 14","https://bwfbadminton.com/player/54527/kenichi-hayakawa,https://bwfbadminton.com/player/43851/misaki-matsutomo","54527, 43851"
15,CHN / CHN,"LIU Cheng, BAO Yixin",0,28 - 14,"$170,296.24","42,000 / 12","https://bwfbadminton.com/player/95396/liu-cheng,https://bwfbadminton.com/player/80939/bao-yixin","95396, 80939"
16,INA / INA,"Riky WIDIANTO, Richi Puspita DILI",0,51 - 38,"$98,733.58","41,240 / 13","https://bwfbadminton.com/player/54175/riky-widianto,https://bwfbadminton.com/player/66907/richi-puspita-dili","54175, 66907"
17,THA / THA,"Maneepong JONGJIT, Sapsiree TAERATTANACHAI",0,24 - 17,"$36,814.34","41,070 / 14","https://bwfbadminton.com/player/67172/maneepong-jongjit,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","67172, 67158"
18,DEN / DEN,"Anders KRISTIANSEN, Julie HOUMANN",0,35 - 28,"$37,390.13","40,940 / 15","https://bwfbadminton.com/player/12459/anders-kristiansen,https://bwfbadminton.com/player/12870/julie-houmann","12459, 12870"
