rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHANG Nan, ZHAO Yunlei",0,190 - 33,"$955,150.00","88,320 / 12","https://bwfbadminton.com/player/35357/zhang-nan,https://bwfbadminton.com/player/54522/zhao-yunlei","35357, 54522"
2,INA / INA,"Tontowi AHMAD, Liliyana NATSIR",0,168 - 41,"$706,246.25","77,680 / 10","https://bwfbadminton.com/player/54267/tontowi-ahmad,https://bwfbadminton.com/player/14727/liliyana-natsir","54267, 14727"
3,CHN / CHN,"XU Chen, MA Jin",0,141 - 38,"$787,393.12","75,180 / 10","https://bwfbadminton.com/player/51620/xu-chen,https://bwfbadminton.com/player/95281/ma-jin","51620, 95281"
4,DEN / DEN,"Joachim FISCHER NIELSEN, Christinna PEDERSEN",0,193 - 56,"$638,571.49","74,990 / 10","https://bwfbadminton.com/player/10513/joachim-fischer-nielsen,https://bwfbadminton.com/player/53759/christinna-pedersen","10513, 53759"
5,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",0,90 - 67,"$163,999.77","64,870 / 14","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
6,KOR / KOR,"KO Sung Hyun, KIM Ha Na",0,42 - 19,"$187,924.99","60,470 / 14","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/73982/kim-ha-na","88094, 73982"
7,GER / GER,"Michael FUCHS, Birgit OVERZIER",0,110 - 59,"$151,341.26","54,330 / 13","https://bwfbadminton.com/player/51263/michael-fuchs,https://bwfbadminton.com/player/50851/birgit-overzier","51263, 50851"
8,THA / THA,"Sudket PRAPAKAMOL, Saralee THOUNGTHONGKAM",0,268 - 156,"$326,022.47","52,160 / 16","https://bwfbadminton.com/player/10650/sudket-prapakamol,https://bwfbadminton.com/player/7065/saralee-thoungthongkam","10650, 7065"
9,INA / INA,"Markis KIDO, Pia Zebadiah BERNADET",0,57 - 40,"$102,761.10","49,960 / 15","https://bwfbadminton.com/player/50420/markis-kido,https://bwfbadminton.com/player/52730/pia-zebadiah-bernadet","50420, 52730"
10,SGP / SGP,"Danny Bawa CHRISNANTA, Yu Yan Vanessa NEO",0,92 - 74,"$66,066.12","47,020 / 15","https://bwfbadminton.com/player/66920/danny-bawa-chrisnanta,https://bwfbadminton.com/player/14297/yu-yan-vanessa-neo","66920, 14297"
