rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,DEN / DEN,"Joachim FISCHER NIELSEN, Christinna PEDERSEN",+1,221 - 64,"$638,571.49","75,874 / 12","https://bwfbadminton.com/player/10513/joachim-fischer-nielsen,https://bwfbadminton.com/player/53759/christinna-pedersen","10513, 53759"
2,CHN / CHN,"ZHANG Nan, ZHAO Yunlei",-1,221 - 34,"$955,150.00","72,110 / 8","https://bwfbadminton.com/player/35357/zhang-nan,https://bwfbadminton.com/player/54522/zhao-yunlei","35357, 54522"
3,CHN / CHN,"LIU Cheng, BAO Yixin",+2,53 - 22,"$170,296.24","66,030 / 11","https://bwfbadminton.com/player/95396/liu-cheng,https://bwfbadminton.com/player/80939/bao-yixin","95396, 80939"
4,CHN / CHN,"XU Chen, MA Jin",0,161 - 44,"$787,393.12","63,560 / 9","https://bwfbadminton.com/player/51620/xu-chen,https://bwfbadminton.com/player/95281/ma-jin","51620, 95281"
5,INA / INA,"Tontowi AHMAD, Liliyana NATSIR",-2,191 - 48,"$706,246.25","61,800 / 8","https://bwfbadminton.com/player/54267/tontowi-ahmad,https://bwfbadminton.com/player/14727/liliyana-natsir","54267, 14727"
6,CHN / CHN,"LU Kai, HUANG Ya Qiong",+1,46 - 16,"$117,704.99","61,220 / 14","https://bwfbadminton.com/player/28549/lu-kai,https://bwfbadminton.com/player/63168/huang-ya-qiong","28549, 63168"
7,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",-1,112 - 80,"$163,999.77","59,859 / 14","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
8,INA / INA,"Riky WIDIANTO, Richi Puspita DILI",+1,74 - 44,"$98,733.58","56,000 / 13","https://bwfbadminton.com/player/54175/riky-widianto,https://bwfbadminton.com/player/66907/richi-puspita-dili","54175, 66907"
9,KOR /  / KOR,"KO Sung Hyun, KIM Ha Na",-1,50 - 29,"$187,924.99","54,190 / 13","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/73982/kim-ha-na","88094, 73982"
10,GER / GER,"Michael FUCHS, Birgit OVERZIER",0,122 - 69,"$151,341.26","51,628 / 12","https://bwfbadminton.com/player/51263/michael-fuchs,https://bwfbadminton.com/player/50851/birgit-overzier","51263, 50851"
11,INA / INA,"Praveen JORDAN, Debby SUSANTO",+1,37 - 18,"$103,931.85","50,930 / 12","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/4425/debby-susanto","89916, 4425"
12,DEN / DEN,"Mads Pieler KOLDING, Kamilla Rytter JUHL",-1,45 - 29,"$155,575.62","50,090 / 10","https://bwfbadminton.com/player/52958/mads-pieler-kolding,https://bwfbadminton.com/player/51436/kamilla-rytter-juhl","52958, 51436"
13,THA / THA,"Sudket PRAPAKAMOL, Saralee THOUNGTHONGKAM",0,275 - 167,"$326,022.47","44,340 / 13","https://bwfbadminton.com/player/10650/sudket-prapakamol,https://bwfbadminton.com/player/7065/saralee-thoungthongkam","10650, 7065"
14,HKG / HKG,"LEE Chun Hei Reginald, CHAU Hoi Wah",+2,59 - 34,"$134,802.10","41,800 / 12","https://bwfbadminton.com/player/92609/lee-chun-hei-reginald,https://bwfbadminton.com/player/55285/chau-hoi-wah","92609, 55285"
15,INA / INA,"Edi SUBAKTIAR, Gloria Emanuelle WIDJAJA",+9,45 - 22,"$44,619.10","40,920 / 11","https://bwfbadminton.com/player/77978/edi-subaktiar,https://bwfbadminton.com/player/81702/gloria-emanuelle-widjaja","77978, 81702"
16,INA / INA,"Muhammad RIJAL, Vita MARISSA",-2,40 - 16,"$238,905.63","40,650 / 11","https://bwfbadminton.com/player/14722/muhammad-rijal,https://bwfbadminton.com/player/10360/vita-marissa","14722, 10360"
17,SGP / SGP,"Danny Bawa CHRISNANTA, Yu Yan Vanessa NEO",-2,103 - 85,"$66,066.12","40,640 / 15","https://bwfbadminton.com/player/66920/danny-bawa-chrisnanta,https://bwfbadminton.com/player/14297/yu-yan-vanessa-neo","66920, 14297"
18,GER / GER,"Max SCHWENGER, Carla NYENHUIS",-1,47 - 37,"$14,108.01","39,023 / 15","https://bwfbadminton.com/player/50324/max-schwenger,https://bwfbadminton.com/player/61184/carla-nyenhuis","50324, 61184"
19,NED / NED,"Jorrit DE RUITER, Samantha BARNING",-1,59 - 39,"$24,159.41","39,005 / 18","https://bwfbadminton.com/player/52281/jorrit-de-ruiter,https://bwfbadminton.com/player/53833/samantha-barning","52281, 53833"
20,NZL / HKG,"CHAN Alan Yun Lung, TSE Ying Suet",+1,45 - 35,"$40,954.74","38,040 / 14","https://bwfbadminton.com/player/3907/chan-alan-yun-lung,https://bwfbadminton.com/player/61435/tse-ying-suet","3907, 61435"
21,NED / NED,"Jacco ARENDS, Selena PIEK",-2,73 - 48,"$30,311.99","37,886 / 17","https://bwfbadminton.com/player/67175/jacco-arends,https://bwfbadminton.com/player/67176/selena-piek","67175, 67176"
22,THA / THA,"Maneepong JONGJIT, Sapsiree TAERATTANACHAI",-2,28 - 23,"$36,814.34","36,260 / 11","https://bwfbadminton.com/player/67172/maneepong-jongjit,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","67172, 67158"
23,RUS / RUS,"Vitalij DURKIN, Nina VISLOVA",-1,148 - 65,"$63,584.23","35,670 / 14","https://bwfbadminton.com/player/9238/vitalij-durkin,https://bwfbadminton.com/player/15311/nina-vislova","9238, 15311"
24,IRL / IRL,"Sam MAGEE, Chloe MAGEE",-1,102 - 80,"$20,715.74","35,140 / 17","https://bwfbadminton.com/player/35374/sam-magee,https://bwfbadminton.com/player/89666/chloe-magee","35374, 89666"
