rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,DEN,Viktor AXELSEN,25831,83754,11,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
2,1,3,CHN,SHI Yu Qi,57945,80722,15,https://bwf.tournamentsoftware.com/player-profile/38CBD70E-A643-4170-9E6A-28863412DC7B
3,-1,2,MAS,LEE Chong Wei,50152,77383,13,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
4,3,7,JPN,Kento MOMOTA,89785,73907,13,https://bwf.tournamentsoftware.com/player-profile/39EC811A-3BDF-4E29-93E9-CD1F0BD65990
5,-1,4,KOR,SON Wanho,54346,68812,17,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
6,-1,5,TPE,CHOU Tien Chen,34810,68544,18,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
7,1,8,CHN,CHEN Long,75787,64048,12,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
8,-2,6,IND,KIDAMBI Srikanth,93627,63835,11,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
9,1,10,HKG,NG Ka Long Angus,45171,55298,18,https://bwf.tournamentsoftware.com/player-profile/B701FB3D-0671-4249-8AAA-758FE92E72C5
10,4,14,JPN,Kenta NISHIMOTO,85394,54387,16,https://bwf.tournamentsoftware.com/player-profile/F652F6F8-48D5-4B3A-9A00-5E456A29B7C6
11,0,11,IND,PRANNOY H. S.,83950,54260,13,https://bwf.tournamentsoftware.com/player-profile/9906AA55-580B-465A-8782-2251A4912DB9
12,0,12,INA,Anthony Sinisuka GINTING,95661,52815,16,https://bwf.tournamentsoftware.com/player-profile/116CDE79-DCC5-42CD-9EC7-1157B92902EF
13,0,13,INA,Tommy SUGIARTO,14587,52400,14,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
14,-5,9,CHN,LIN Dan,50906,52113,14,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
15,0,15,INA,Jonatan CHRISTIE,73442,49783,17,https://bwf.tournamentsoftware.com/player-profile/6A537DB2-42E4-4604-81DF-6D1ECF387DCE
16,0,16,DEN,Anders ANTONSEN,91554,47717,16,https://bwf.tournamentsoftware.com/player-profile/473960FD-334B-476F-9821-8ED9398BC1A8
17,6,23,DEN,Hans-Kristian Solberg VITTINGHUS,53753,45299,15,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
18,-1,17,TPE,WANG Tzu Wei,87375,45252,16,https://bwf.tournamentsoftware.com/player-profile/96F8277F-D90F-4841-BEC9-C6A025C8DA96
19,8,27,JPN,Kanta TSUNEYAMA,57823,44877,14,https://bwf.tournamentsoftware.com/player-profile/49510451-E273-46C9-B098-A26F9DF2CBB0
20,-2,18,THA,Kantaphon WANGCHAROEN,92508,44603,20,https://bwf.tournamentsoftware.com/player-profile/21A8C5FA-2F36-467A-8399-6C2CCFC11E18
21,-2,19,IND,Sameer VERMA,77003,44451,15,https://bwf.tournamentsoftware.com/player-profile/AA9D1A0B-2529-4B20-8421-7F31183EFA29
