rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,80487,10,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,DEN,Peter Hoeg GADE,6926,68795,11,https://bwf.tournamentsoftware.com/player-profile/D5745F12-D4EC-4638-B380-0E7EB18419F8
3,0,3,INA,Taufik HIDAYAT,10337,67592,14,https://bwf.tournamentsoftware.com/player-profile/08A4099B-DF05-4295-A672-0711C6B69C34
4,2,6,CHN,CHEN Long,75787,58763,10,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
5,3,8,CHN,CHEN Jin,51592,55042,8,https://bwf.tournamentsoftware.com/player-profile/36060B60-5413-4DE7-A2D5-FDBAE446908E
6,3,9,CHN,BAO Chunlai,51274,54694,10,https://bwf.tournamentsoftware.com/player-profile/F882194D-79B9-487B-9F97-CB9D5777324C
7,0,7,CHN,LIN Dan,50906,54474,8,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
8,-4,4,THA,Boonsak PONSANA,11959,53900,13,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
9,-4,5,VIE,Tien Minh NGUYEN,14107,51845,14,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
10,0,10,DEN,Jan O JORGENSEN,54431,47062,14,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
11,5,16,CHN,DU Pengyu,55380,43390,10,https://bwf.tournamentsoftware.com/player-profile/C07A72AE-0687-40A1-86D2-5613BBB1462F
12,-1,11,ENG,Rajiv OUSEPH,51613,42315,13,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
13,-1,12,HKG,HU Yun,14869,41735,16,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
14,-1,13,GER,Marc ZWIEBLER,50858,40712,17,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
15,7,22,KOR,PARK Sung Hwan,51324,38884,10,https://bwf.tournamentsoftware.com/player-profile/086C6D60-AB80-4273-89DB-D0B0DFF661E5
16,1,17,KOR,SON Wanho,54346,38092,17,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
17,-3,14,JPN,Kenichi TAGO,63707,38007,9,https://bwf.tournamentsoftware.com/player-profile/A351C07C-62BC-4300-875D-7DE62E771AAD
18,-3,15,DEN,Joachim PERSSON,51053,37030,12,https://bwf.tournamentsoftware.com/player-profile/4BDA7CCB-E9AA-441D-9B3C-94BB0D889BB4
19,-1,18,INA,Dionysius Hayom RUMBAKA,66990,36332,12,https://bwf.tournamentsoftware.com/player-profile/A231A11E-1ED5-46F2-AA97-7AD6E5E0C347
20,-1,19,JPN,Kazushi YAMADA,54025,35799,13,https://bwf.tournamentsoftware.com/player-profile/28F9B982-A224-448B-8FCF-81D4B0DAB7D1
21,-1,20,NED,Dicky PALYAMA,6967,35780,17,https://bwf.tournamentsoftware.com/player-profile/247634BE-A647-4D40-AEF5-11A2C8F3E8F8
22,-1,21,MAS,Muhammad Hafiz HASHIM,12370,35340,11,https://bwf.tournamentsoftware.com/player-profile/D5A36BB6-EDE4-4A73-95EB-EC93BC35A0F7
23,0,23,INA,Simon SANTOSO,51599,34091,8,https://bwf.tournamentsoftware.com/player-profile/9C5D7BA0-3A42-4DCC-A7F6-1154489631B7
