rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN,LI Xue Rui,0,221 - 46,"$626,110.00","101,644 / 13",https://bwfbadminton.com/player/64643/li-xue-rui,64643
2,CHN,WANG Shixian,0,219 - 60,"$658,775.00","88,087 / 15",https://bwfbadminton.com/player/83064/wang-shixian,83064
3,CHN,WANG Yihan,0,306 - 68,"$738,865.50","78,761 / 14",https://bwfbadminton.com/player/53938/wang-yihan,53938
4,KOR,SUNG Jihyun,0,188 - 99,"$298,365.00","66,824 / 18",https://bwfbadminton.com/player/76594/sung-jihyun,76594
5,IND,Saina NEHWAL,0,273 - 122,"$570,610.00","63,471 / 15",https://bwfbadminton.com/player/52748/saina-nehwal,52748
6,THA,Ratchanok INTANON,0,193 - 90,"$295,955.00","62,692 / 14",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
7,ESP,Carolina MARIN,+1,164 - 57,"$224,481.00","60,998 / 16",https://bwfbadminton.com/player/18228/carolina-marin,18228
8,KOR,BAE Yeon Ju,-1,187 - 109,"$188,907.50","59,463 / 17",https://bwfbadminton.com/player/22455/bae-yeon-ju,22455
9,TPE,TAI Tzu Ying,0,154 - 96,"$226,905.00","57,608 / 17",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
10,IND,PUSARLA V. Sindhu,0,137 - 58,"$84,253.00","57,405 / 15",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
11,CAN,Michelle LI,0,182 - 67,"$46,309.50","49,611 / 17",https://bwfbadminton.com/player/84523/michelle-li,84523
12,JPN,Minatsu MITANI,0,98 - 60,"$83,742.50","49,459 / 15",https://bwfbadminton.com/player/66644/minatsu-mitani,66644
13,USA,Beiwen ZHANG,0,135 - 67,"$52,001.12","49,260 / 16",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
14,CHN,HAN Li,0,67 - 36,"$79,550.00","49,190 / 11",https://bwfbadminton.com/player/78288/han-li,78288
15,JPN,Sayaka TAKAHASHI,0,100 - 49,"$65,367.00","46,256 / 16",https://bwfbadminton.com/player/34890/sayaka-takahashi,34890
16,THA,Porntip BURANAPRASERTSUK,0,157 - 128,"$110,945.00","44,947 / 17",https://bwfbadminton.com/player/54511/porntip-buranaprasertsuk,54511
17,CHN,LIU Xin (F),0,113 - 39,"$138,327.50","43,290 / 8",https://bwfbadminton.com/player/14398/liu-xin-f,14398
18,THA,Nitchaon JINDAPOL,0,109 - 70,"$62,185.00","42,536 / 15",https://bwfbadminton.com/player/57971/nitchaon-jindapol,57971
19,CHN,SUN Yu,0,63 - 21,"$77,655.00","39,808 / 8",https://bwfbadminton.com/player/92736/sun-yu,92736
20,THA,Busanan ONGBAMRUNGPHAN,0,122 - 57,"$52,695.00","39,477 / 13",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
21,JPN,Eriko HIROSE,0,212 - 169,"$102,757.50","38,358 / 15",https://bwfbadminton.com/player/15417/eriko-hirose,15417
22,HKG,YIP Pui Yin,0,182 - 162,"$101,275.00","38,014 / 17",https://bwfbadminton.com/player/51649/yip-pui-yin,51649
23,INA,Adrianti FIRDASARI,0,157 - 120,"$61,622.50","37,826 / 10",https://bwfbadminton.com/player/14710/adrianti-firdasari,14710
24,TPE,HSU Ya Ching,0,68 - 51,"$23,800.00","36,680 / 15",https://bwfbadminton.com/player/74561/hsu-ya-ching,74561
25,SCO,Kirsty GILMOUR,0,114 - 53,"$26,264.00","35,398 / 15",https://bwfbadminton.com/player/48528/kirsty-gilmour,48528
26,INA,Lindaweni FANETRI,0,90 - 75,"$44,522.50","34,247 / 11",https://bwfbadminton.com/player/96130/lindaweni-fanetri,96130
27,TPE,PAI Yu Po,0,69 - 47,"$18,612.50","33,810 / 17",https://bwfbadminton.com/player/99925/pai-yu-po,99925
28,INA,Bellaetrix MANUPUTTY,0,87 - 63,"$17,891.00","33,501 / 11",https://bwfbadminton.com/player/54248/bellaetrix-manuputty,54248
29,CHN,YAO Xue,0,51 - 26,"$43,770.00","33,340 / 7",https://bwfbadminton.com/player/76908/yao-xue,76908
30,ESP,Beatriz CORRALES,0,137 - 72,"$23,034.50","33,284 / 21",https://bwfbadminton.com/player/95780/beatriz-corrales,95780
31,TPE,PAI Hsiao Ma,0,162 - 125,"$43,567.50","32,874 / 15",https://bwfbadminton.com/player/15509/pai-hsiao-ma,15509
32,GER,Karin SCHNAASE-BEERMANN,0,167 - 137,"$17,793.80","32,447 / 19",https://bwfbadminton.com/player/51204/karin-schnaase-beermann,51204
33,JPN,Kaori IMABEPPU,+2,134 - 81,"$47,729.50","32,030 / 13",https://bwfbadminton.com/player/53392/kaori-imabeppu,53392
34,MAS,TEE Jing Yi,-1,67 - 82,"$14,033.50","32,024 / 12",https://bwfbadminton.com/player/53153/tee-jing-yi,53153
35,JPN,Akane YAMAGUCHI,-1,80 - 20,"$69,527.50","31,555 / 9",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
36,IND,P. C. Thulasi,+5,57 - 47,"$12,368.50","31,234 / 13",https://bwfbadminton.com/player/75410/p-c-thulasi,75410
37,JPN,Nozomi OKUHARA,+19,99 - 31,"$67,355.50","30,600 / 8",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
38,DEN,Line Højmark KJAERSFELDT,-1,89 - 51,"$6,672.50","29,956 / 15",https://bwfbadminton.com/player/63437/line-hojmark-kjaersfeldt,63437
39,BUL,Linda ZETCHIRI,-1,226 - 161,"$30,986.40","29,622 / 15",https://bwfbadminton.com/player/15105/linda-zetchiri,15105
40,IRL,Chloe MAGEE,0,153 - 125,"$15,166.75","29,562 / 19",https://bwfbadminton.com/player/89666/chloe-magee,89666
41,DEN,Anna Thea MADSEN,-2,91 - 37,"$3,800.00","29,499 / 16",https://bwfbadminton.com/player/50331/anna-thea-madsen,50331
42,INA,Maria Febe KUSUMASTUTI,-6,122 - 87,"$39,289.00","29,131 / 10",https://bwfbadminton.com/player/66974/maria-febe-kusumastuti,66974
43,CZE,Kristina GAVNHOLT,-1,164 - 125,"$19,863.50","28,612 / 12",https://bwfbadminton.com/player/51739/kristina-gavnholt,51739
44,JPN,Sayaka SATO,+6,127 - 88,"$63,325.00","28,550 / 9",https://bwfbadminton.com/player/77317/sayaka-sato,77317
45,RUS,Natalia PERMINOVA,-2,82 - 70,"$7,069.50","28,507 / 19",https://bwfbadminton.com/player/78605/natalia-perminova,78605
46,FRA,Sashina VIGNES WARAN,-2,143 - 94,"$13,627.00","28,488 / 18",https://bwfbadminton.com/player/18998/sashina-vignes-waran,18998
47,BUL,Petya NEDELCHEVA,-2,442 - 214,"$76,226.50","28,084 / 16",https://bwfbadminton.com/player/12765/petya-nedelcheva,12765
48,BUL,Stefani STOEVA,-2,139 - 56,"$6,522.50","27,841 / 20",https://bwfbadminton.com/player/46169/stefani-stoeva,46169
49,SUI,Sabrina JAQUET,-2,115 - 113,"$9,726.50","27,571 / 19",https://bwfbadminton.com/player/54068/sabrina-jaquet,54068
50,JPN,Yui HASHIMOTO,-2,63 - 28,"$61,264.00","27,160 / 9",https://bwfbadminton.com/player/43256/yui-hashimoto,43256
51,VIE,Thi Trang (B) VU,-2,50 - 45,"$7,478.00","26,890 / 11",https://bwfbadminton.com/player/71455/thi-trang-b-vu,71455
