rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,IND,Saina NEHWAL,+1,295 - 126,"$570,610.00","80,191 / 13",https://bwfbadminton.com/player/52748/saina-nehwal,52748
2,ESP,Carolina MARIN,+1,188 - 61,"$224,481.00","79,578 / 15",https://bwfbadminton.com/player/18228/carolina-marin,18228
3,CHN,LI Xue Rui,-2,226 - 48,"$626,110.00","72,964 / 8",https://bwfbadminton.com/player/64643/li-xue-rui,64643
4,CHN,WANG Shixian,0,228 - 67,"$658,775.00","72,827 / 13",https://bwfbadminton.com/player/83064/wang-shixian,83064
5,TPE,TAI Tzu Ying,+1,170 - 100,"$226,905.00","70,028 / 14",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
6,KOR,SUNG Jihyun,-1,200 - 104,"$298,365.00","68,604 / 14",https://bwfbadminton.com/player/76594/sung-jihyun,76594
7,THA,Ratchanok INTANON,+1,203 - 97,"$295,955.00","63,492 / 15",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
8,CHN,WANG Yihan,-1,316 - 75,"$738,865.50","62,001 / 13",https://bwfbadminton.com/player/53938/wang-yihan,53938
9,CHN,SUN Yu,+2,81 - 25,"$77,655.00","60,068 / 11",https://bwfbadminton.com/player/92736/sun-yu,92736
10,JPN,Nozomi OKUHARA,0,121 - 37,"$67,355.50","55,830 / 13",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
11,JPN,Akane YAMAGUCHI,+2,93 - 27,"$69,527.50","53,295 / 14",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
12,IND,PUSARLA V. Sindhu,-3,149 - 61,"$84,253.00","53,255 / 11",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
13,KOR,BAE Yeon Ju,-1,192 - 115,"$188,907.50","50,823 / 14",https://bwfbadminton.com/player/22455/bae-yeon-ju,22455
14,USA,Beiwen ZHANG,0,146 - 73,"$52,001.12","50,460 / 16",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
15,JPN,Sayaka TAKAHASHI,0,120 - 53,"$65,367.00","47,486 / 15",https://bwfbadminton.com/player/34890/sayaka-takahashi,34890
16,CHN,LIU Xin (F),0,116 - 41,"$138,327.50","45,800 / 8",https://bwfbadminton.com/player/14398/liu-xin-f,14398
17,CAN,Michelle LI,0,187 - 72,"$46,309.50","45,311 / 16",https://bwfbadminton.com/player/84523/michelle-li,84523
18,JPN,Minatsu MITANI,0,104 - 66,"$83,742.50","43,569 / 13",https://bwfbadminton.com/player/66644/minatsu-mitani,66644
19,THA,Busanan ONGBAMRUNGPHAN,0,131 - 64,"$52,695.00","42,937 / 15",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
20,THA,Porntip BURANAPRASERTSUK,0,166 - 136,"$110,945.00","40,657 / 17",https://bwfbadminton.com/player/54511/porntip-buranaprasertsuk,54511
21,THA,Nitchaon JINDAPOL,0,115 - 77,"$62,185.00","38,516 / 14",https://bwfbadminton.com/player/57971/nitchaon-jindapol,57971
22,HKG,YIP Pui Yin,0,186 - 169,"$101,275.00","37,684 / 16",https://bwfbadminton.com/player/51649/yip-pui-yin,51649
23,TPE,PAI Yu Po,+4,75 - 55,"$18,612.50","37,050 / 18",https://bwfbadminton.com/player/99925/pai-yu-po,99925
