rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,TPE,TAI Tzu Ying,0,0 - 0,0.0,"93,045 / 14",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
2,JPN,Akane YAMAGUCHI,0,0 - 0,0.0,"91,950 / 19",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
3,CHN,CHEN Yu Fei,0,0 - 0,0.0,"90,965 / 18",https://bwfbadminton.com/player/78778/chen-yu-fei,78778
4,JPN,Nozomi OKUHARA,0,0 - 0,0.0,"88,836 / 19",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
5,THA,Ratchanok INTANON,0,0 - 0,0.0,"80,285 / 20",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
6,IND,PUSARLA V. Sindhu,0,0 - 0,0.0,"79,324 / 18",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
7,CHN,HE Bing Jiao,0,0 - 0,0.0,"74,720 / 16",https://bwfbadminton.com/player/87434/he-bing-jiao,87434
8,IND,Saina NEHWAL,0,0 - 0,0.0,"65,637 / 16",https://bwfbadminton.com/player/52748/saina-nehwal,52748
9,CAN,Michelle LI,0,0 - 0,0.0,"60,305 / 23",https://bwfbadminton.com/player/84523/michelle-li,84523
10,KOR,SUNG Jihyun,0,0 - 0,0.0,"55,370 / 20",https://bwfbadminton.com/player/76594/sung-jihyun,76594
11,DEN,Mia BLICHFELDT,0,0 - 0,0.0,"55,082 / 18",https://bwfbadminton.com/player/91224/mia-blichfeldt,91224
12,JPN,Sayaka TAKAHASHI,0,0 - 0,0.0,"53,997 / 20",https://bwfbadminton.com/player/34890/sayaka-takahashi,34890
13,CHN,HAN Yue,0,0 - 0,0.0,"52,656 / 20",https://bwfbadminton.com/player/92967/han-yue,92967
14,USA,Beiwen ZHANG,0,0 - 0,0.0,"52,630 / 19",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
15,THA,Pornpawee CHOCHUWONG,0,0 - 0,0.0,"52,456 / 19",https://bwfbadminton.com/player/84062/pornpawee-chochuwong,84062
16,INA,Gregoria Mariska TUNJUNG,0,0 - 0,0.0,"49,580 / 20",https://bwfbadminton.com/player/83802/gregoria-mariska-tunjung,83802
17,THA,Busanan ONGBAMRUNGPHAN,0,0 - 0,0.0,"48,850 / 21",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
18,CHN,CAI Yan Yan,0,0 - 0,0.0,"48,123 / 22",https://bwfbadminton.com/player/89700/cai-yan-yan,89700
19,KOR,AN Seyoung,0,0 - 0,0.0,"46,727 / 19",https://bwfbadminton.com/player/87442/an-seyoung,87442
