rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN,LI Xue Rui,0,221 - 46,"$626,110.00","98,444 / 11",https://bwfbadminton.com/player/64643/li-xue-rui,64643
2,CHN,WANG Shixian,0,220 - 61,"$658,775.00","83,957 / 15",https://bwfbadminton.com/player/83064/wang-shixian,83064
3,CHN,WANG Yihan,0,307 - 69,"$738,865.50","75,611 / 14",https://bwfbadminton.com/player/53938/wang-yihan,53938
4,IND,Saina NEHWAL,0,275 - 123,"$570,610.00","69,431 / 15",https://bwfbadminton.com/player/52748/saina-nehwal,52748
5,KOR,SUNG Jihyun,0,188 - 99,"$298,365.00","66,824 / 17",https://bwfbadminton.com/player/76594/sung-jihyun,76594
6,TPE,TAI Tzu Ying,0,159 - 96,"$226,905.00","62,958 / 17",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
7,THA,Ratchanok INTANON,0,194 - 91,"$295,955.00","62,692 / 14",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
8,ESP,Carolina MARIN,0,167 - 58,"$224,481.00","62,418 / 16",https://bwfbadminton.com/player/18228/carolina-marin,18228
9,KOR,BAE Yeon Ju,0,187 - 109,"$188,907.50","62,123 / 16",https://bwfbadminton.com/player/22455/bae-yeon-ju,22455
10,CHN,LIU Xin (F),0,116 - 40,"$138,327.50","57,410 / 10",https://bwfbadminton.com/player/14398/liu-xin-f,14398
11,IND,PUSARLA V. Sindhu,0,143 - 59,"$84,253.00","57,405 / 15",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
12,USA,Beiwen ZHANG,0,142 - 69,"$52,001.12","48,960 / 16",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
13,JPN,Minatsu MITANI,0,100 - 61,"$83,742.50","48,079 / 15",https://bwfbadminton.com/player/66644/minatsu-mitani,66644
14,CAN,Michelle LI,0,184 - 69,"$46,309.50","47,511 / 17",https://bwfbadminton.com/player/84523/michelle-li,84523
15,CHN,SUN Yu,0,66 - 23,"$77,655.00","46,928 / 10",https://bwfbadminton.com/player/92736/sun-yu,92736
16,JPN,Sayaka TAKAHASHI,0,100 - 50,"$65,367.00","45,536 / 16",https://bwfbadminton.com/player/34890/sayaka-takahashi,34890
17,JPN,Akane YAMAGUCHI,0,84 - 21,"$69,527.50","45,425 / 11",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
18,CHN,HAN Li,0,69 - 37,"$79,550.00","44,620 / 11",https://bwfbadminton.com/player/78288/han-li,78288
19,THA,Nitchaon JINDAPOL,0,110 - 71,"$62,185.00","43,036 / 14",https://bwfbadminton.com/player/57971/nitchaon-jindapol,57971
20,JPN,Eriko HIROSE,0,212 - 170,"$102,757.50","40,018 / 15",https://bwfbadminton.com/player/15417/eriko-hirose,15417
21,INA,Adrianti FIRDASARI,0,159 - 121,"$61,622.50","39,456 / 11",https://bwfbadminton.com/player/14710/adrianti-firdasari,14710
22,THA,Busanan ONGBAMRUNGPHAN,0,125 - 59,"$52,695.00","39,117 / 14",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
23,THA,Porntip BURANAPRASERTSUK,0,158 - 129,"$110,945.00","37,087 / 17",https://bwfbadminton.com/player/54511/porntip-buranaprasertsuk,54511
24,CHN,YAO Xue,0,52 - 27,"$43,770.00","36,060 / 8",https://bwfbadminton.com/player/76908/yao-xue,76908
25,JPN,Nozomi OKUHARA,0,103 - 32,"$67,355.50","35,740 / 8",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
