rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,ESP,Carolina MARIN,0,222 - 71,"$306,631.00","91,192 / 15",https://bwfbadminton.com/player/18228/carolina-marin,18228
2,IND,Saina NEHWAL,0,322 - 131,"$602,097.50","78,482 / 14",https://bwfbadminton.com/player/52748/saina-nehwal,52748
3,CHN,LI Xue Rui,0,253 - 52,"$734,260.00","74,767 / 14",https://bwfbadminton.com/player/64643/li-xue-rui,64643
4,CHN,WANG Yihan,0,343 - 84,"$823,403.00","72,238 / 17",https://bwfbadminton.com/player/53938/wang-yihan,53938
5,THA,Ratchanok INTANON,0,218 - 107,"$329,460.00","71,707 / 18",https://bwfbadminton.com/player/35642/ratchanok-intanon,35642
6,CHN,WANG Shixian,0,253 - 78,"$695,962.50","70,610 / 14",https://bwfbadminton.com/player/83064/wang-shixian,83064
7,JPN,Nozomi OKUHARA,0,144 - 48,"$197,475.50","70,314 / 22",https://bwfbadminton.com/player/96713/nozomi-okuhara,96713
8,KOR,SUNG Jihyun,0,225 - 117,"$368,090.00","69,778 / 19",https://bwfbadminton.com/player/76594/sung-jihyun,76594
9,TPE,TAI Tzu Ying,0,186 - 108,"$247,055.00","65,250 / 16",https://bwfbadminton.com/player/61427/tai-tzu-ying,61427
10,JPN,Akane YAMAGUCHI,0,113 - 37,"$105,367.50","56,925 / 18",https://bwfbadminton.com/player/96312/akane-yamaguchi,96312
11,CHN,SUN Yu,0,87 - 35,"$86,055.00","53,380 / 15",https://bwfbadminton.com/player/92736/sun-yu,92736
12,IND,PUSARLA V. Sindhu,0,161 - 73,"$123,223.00","52,280 / 15",https://bwfbadminton.com/player/73173/pusarla-v-sindhu,73173
13,KOR,BAE Yeon Ju,0,213 - 131,"$195,567.50","47,406 / 21",https://bwfbadminton.com/player/22455/bae-yeon-ju,22455
14,JPN,Sayaka SATO,0,161 - 100,"$76,827.50","46,940 / 16",https://bwfbadminton.com/player/77317/sayaka-sato,77317
15,CAN,Michelle LI,0,214 - 82,"$54,934.50","46,687 / 18",https://bwfbadminton.com/player/84523/michelle-li,84523
16,JPN,Sayaka TAKAHASHI,0,123 - 59,"$69,929.50","45,540 / 14",https://bwfbadminton.com/player/34890/sayaka-takahashi,34890
17,JPN,Minatsu MITANI,0,126 - 80,"$99,215.00","45,400 / 21",https://bwfbadminton.com/player/66644/minatsu-mitani,66644
18,JPN,Yui HASHIMOTO,0,87 - 47,"$66,709.00","44,180 / 19",https://bwfbadminton.com/player/43256/yui-hashimoto,43256
19,THA,Busanan ONGBAMRUNGPHAN,0,128 - 76,"$60,125.00","42,465 / 21",https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,58271
20,SCO,Kirsty GILMOUR,0,169 - 75,"$38,817.50","42,437 / 19",https://bwfbadminton.com/player/48528/kirsty-gilmour,48528
21,INA,Maria Febe KUSUMASTUTI,0,140 - 109,"$43,604.00","40,200 / 20",https://bwfbadminton.com/player/66974/maria-febe-kusumastuti,66974
22,THA,Porntip BURANAPRASERTSUK,0,176 - 146,"$114,485.00","39,940 / 21",https://bwfbadminton.com/player/54511/porntip-buranaprasertsuk,54511
23,TPE,PAI Yu Po,0,87 - 69,"$26,345.00","39,770 / 22",https://bwfbadminton.com/player/99925/pai-yu-po,99925
24,HKG,CHEUNG Ngan Yi,0,72 - 58,"$16,765.00","38,808 / 18",https://bwfbadminton.com/player/87709/cheung-ngan-yi,87709
25,INA,Lindaweni FANETRI,0,102 - 90,"$45,662.50","38,145 / 15",https://bwfbadminton.com/player/96130/lindaweni-fanetri,96130
26,GER,Karin SCHNAASE-BEERMANN,0,213 - 168,"$20,446.80","36,334 / 26",https://bwfbadminton.com/player/51204/karin-schnaase-beermann,51204
27,THA,Nitchaon JINDAPOL,+1,132 - 88,"$67,125.50","35,270 / 19",https://bwfbadminton.com/player/57971/nitchaon-jindapol,57971
28,KOR,KIM Hyo Min,-1,101 - 48,"$16,385.50","34,830 / 16",https://bwfbadminton.com/player/91598/kim-hyo-min,91598
29,DEN,Line Højmark KJAERSFELDT,0,119 - 72,"$14,762.00","34,602 / 18",https://bwfbadminton.com/player/63437/line-hojmark-kjaersfeldt,63437
30,HKG,YIP Pui Yin,0,194 - 181,"$102,920.00","34,545 / 19",https://bwfbadminton.com/player/51649/yip-pui-yin,51649
31,USA,Iris WANG,0,106 - 95,"$15,475.50","33,545 / 27",https://bwfbadminton.com/player/57798/iris-wang,57798
32,MAS,TEE Jing Yi,0,102 - 103,"$20,511.00","33,430 / 17",https://bwfbadminton.com/player/53153/tee-jing-yi,53153
33,ESP,Beatriz CORRALES,0,189 - 91,"$24,479.50","33,285 / 18",https://bwfbadminton.com/player/95780/beatriz-corrales,95780
34,TPE,HSU Ya Ching,0,80 - 70,"$27,045.00","33,170 / 22",https://bwfbadminton.com/player/74561/hsu-ya-ching,74561
35,USA,Beiwen ZHANG,0,151 - 77,"$54,808.62","33,160 / 12",https://bwfbadminton.com/player/53806/beiwen-zhang,53806
36,JPN,Kaori IMABEPPU,0,150 - 95,"$51,599.50","33,060 / 14",https://bwfbadminton.com/player/53392/kaori-imabeppu,53392
37,USA,SCHAFER Rong,0,96 - 56,"$9,831.00","32,670 / 26",https://bwfbadminton.com/player/14621/schafer-rong,14621
38,THA,Pornpawee CHOCHUWONG,0,86 - 42,"$7,088.00","31,350 / 11",https://bwfbadminton.com/player/84062/pornpawee-chochuwong,84062
39,BUL,Linda ZETCHIRI,0,294 - 178,"$33,339.90","31,060 / 21",https://bwfbadminton.com/player/15105/linda-zetchiri,15105
40,GER,Olga ROJ,0,207 - 84,"$28,609.00","30,230 / 15",https://bwfbadminton.com/player/15323/olga-roj,15323
41,CZE,Kristina GAVNHOLT,0,201 - 145,"$21,806.00","29,950 / 19",https://bwfbadminton.com/player/51739/kristina-gavnholt,51739
42,CHN,HE Bing Jiao,0,75 - 15,"$43,955.00","29,620 / 6",https://bwfbadminton.com/player/87434/he-bing-jiao,87434
43,DEN,Natalia Koch ROHDE,+1,70 - 27,"$5,747.50","27,900 / 15",https://bwfbadminton.com/player/78534/natalia-koch-rohde,78534
44,DEN,Anna Thea MADSEN,+1,117 - 51,"$6,300.50","27,867 / 14",https://bwfbadminton.com/player/50331/anna-thea-madsen,50331
45,JPN,Aya OHORI,+1,80 - 38,"$15,315.00","27,460 / 12",https://bwfbadminton.com/player/95189/aya-ohori,95189
46,SGP,LIANG Xiaoyu,-3,102 - 59,"$9,140.00","27,246 / 13",https://bwfbadminton.com/player/47646/liang-xiaoyu,47646
47,SGP,Jiayuan CHEN,0,103 - 102,"$13,832.37","26,999 / 13",https://bwfbadminton.com/player/54698/jiayuan-chen,54698
48,CHN,SHEN Yaying,0,30 - 14,"$17,935.00","26,140 / 8",https://bwfbadminton.com/player/92728/shen-yaying,92728
49,CHN,CHEN Yu Fei,+1,48 - 19,"$11,735.00","25,740 / 7",https://bwfbadminton.com/player/78778/chen-yu-fei,78778
50,BUL,Petya NEDELCHEVA,+1,487 - 235,"$76,667.50","25,720 / 19",https://bwfbadminton.com/player/12765/petya-nedelcheva,12765
