rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,KOR / KOR,"LEE Yong Dae, YOO Yeon Seong",0,103 - 16,"$989,580.61","97,730 / 16","https://bwfbadminton.com/player/52774/lee-yong-dae,https://bwfbadminton.com/player/52273/yoo-yeon-seong","52774, 52273"
2,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,107 - 29,"$583,894.38","77,267 / 15","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
3,DEN / DEN,"Mathias BOE, Carsten MOGENSEN",+1,333 - 109,"$704,307.12","75,790 / 12","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/51304/carsten-mogensen","50292, 51304"
4,CHN / CHN,"FU Haifeng, ZHANG Nan",-1,58 - 19,"$483,951.88","73,637 / 15","https://bwfbadminton.com/player/51729/fu-haifeng,https://bwfbadminton.com/player/35357/zhang-nan","51729, 35357"
5,JPN / JPN,"Hiroyuki ENDO, Kenichi HAYAKAWA",0,178 - 91,"$244,282.85","69,697 / 18","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/54527/kenichi-hayakawa","54026, 54527"
6,CHN / CHN,"CHAI Biao, HONG Wei",0,65 - 27,"$292,629.99","69,485 / 17","https://bwfbadminton.com/player/96784/chai-biao,https://bwfbadminton.com/player/69809/hong-wei","96784, 69809"
7,CHN / CHN,"LIU Xiaolong, QIU Zihan",0,121 - 82,"$185,273.73","63,020 / 15","https://bwfbadminton.com/player/11777/liu-xiaolong,https://bwfbadminton.com/player/47277/qiu-zihan","11777, 47277"
8,TPE / TPE,"LEE Sheng Mu, TSAI Chia Hsin",0,79 - 46,"$223,901.87","60,221 / 17","https://bwfbadminton.com/player/52931/lee-sheng-mu,https://bwfbadminton.com/player/13189/tsai-chia-hsin","52931, 13189"
9,DEN / DEN,"Mads CONRAD-PETERSEN, Mads Pieler KOLDING",+1,105 - 45,"$98,791.15","57,417 / 18","https://bwfbadminton.com/player/42722/mads-conrad-petersen,https://bwfbadminton.com/player/52958/mads-pieler-kolding","42722, 52958"
10,INA / INA,"Angga PRATAMA, Ricky KARANDASUWARDI",+1,32 - 15,"$99,623.09","56,510 / 16","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","61855, 66493"
11,KOR / KOR,"KO Sung Hyun, SHIN Baekcheol",-2,50 - 26,"$393,415.23","54,880 / 11","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/54785/shin-baekcheol","88094, 54785"
12,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",+1,170 - 77,"$99,359.74","52,268 / 19","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
13,KOR / KOR,"KIM Gi Jung, KIM Sa Rang",-1,127 - 59,"$188,003.48","50,369 / 13","https://bwfbadminton.com/player/39276/kim-gi-jung,https://bwfbadminton.com/player/84007/kim-sa-rang","39276, 84007"
14,MAS / MAS,"GOH V Shem, TAN Wee Kiong",0,41 - 24,"$125,690.59","47,498 / 17","https://bwfbadminton.com/player/54805/goh-v-shem,https://bwfbadminton.com/player/52071/tan-wee-kiong","54805, 52071"
15,CHN / CHN,"LI Jun Hui, LIU Yu Chen",+1,78 - 26,"$61,917.50","45,830 / 11","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
16,JPN / JPN,"Hirokatsu HASHIMOTO, Noriyasu HIRATA",-1,148 - 113,"$124,585.59","44,511 / 18","https://bwfbadminton.com/player/74326/hirokatsu-hashimoto,https://bwfbadminton.com/player/15380/noriyasu-hirata","74326, 15380"
17,INA / INA,"Wahyu Nayaka ARYA PANGKARYANIRA, Ade Yusuf SANTOSO",0,64 - 40,"$30,034.98","44,030 / 16","https://bwfbadminton.com/player/59822/wahyu-nayaka-arya-pangkaryanira,https://bwfbadminton.com/player/74945/ade-yusuf-santoso","59822, 74945"
18,INA / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",+4,22 - 11,"$56,543.59","43,950 / 12","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
19,IND / IND,"ATTRI Manu, REDDY B. Sumeeth",+1,52 - 42,"$16,420.60","43,620 / 24","https://bwfbadminton.com/player/59803/attri-manu,https://bwfbadminton.com/player/24172/reddy-b-sumeeth","59803, 24172"
20,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",-1,84 - 51,"$56,210.23","43,010 / 17","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
21,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",-3,82 - 52,"$40,355.75","42,916 / 19","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
22,MAS / MAS,"Kien Keat KOO, TAN Boon Heong",+5,275 - 96,"$456,963.38","41,260 / 11","https://bwfbadminton.com/player/14288/kien-keat-koo,https://bwfbadminton.com/player/52703/tan-boon-heong","14288, 52703"
23,JPN / JPN,"Kenta KAZUNO, Kazushi YAMADA",-2,45 - 17,"$48,596.99","41,080 / 14","https://bwfbadminton.com/player/53161/kenta-kazuno,https://bwfbadminton.com/player/54025/kazushi-yamada","53161, 54025"
24,ENG / ENG,"Marcus ELLIS, Chris LANGRIDGE",-1,19 - 14,"$38,344.95","40,646 / 15","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/51624/chris-langridge","71349, 51624"
25,CHN / CHN,"WANG Yi Lyu, ZHANG Wen",0,31 - 14,"$38,581.24","40,140 / 12","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/87444/zhang-wen","99452, 87444"
26,TPE / TPE,"CHEN Hung Ling, WANG Chi-Lin",+3,28 - 19,"$56,055.73","39,480 / 17","https://bwfbadminton.com/player/53613/chen-hung-ling,https://bwfbadminton.com/player/96514/wang-chi-lin","53613, 96514"
27,POL / POL,"Adam CWALINA, Przemyslaw WACHA",-1,128 - 44,"$58,153.85","39,416 / 28","https://bwfbadminton.com/player/15358/adam-cwalina,https://bwfbadminton.com/player/8396/przemyslaw-wacha","15358, 8396"
28,CHN / CHN,"CAI Yun, LU Kai",-4,23 - 15,"$347,816.88","38,050 / 10","https://bwfbadminton.com/player/50251/cai-yun,https://bwfbadminton.com/player/28549/lu-kai","50251, 28549"
29,INA / INA,"Andrei ADISTIA, Hendra Aprida GUNAWAN",-1,34 - 28,"$110,124.61","37,740 / 16","https://bwfbadminton.com/player/95748/andrei-adistia,https://bwfbadminton.com/player/11401/hendra-aprida-gunawan","95748, 11401"
30,GER / GER,"Michael FUCHS, Johannes SCHOETTLER",0,34 - 31,"$62,635.38","36,876 / 15","https://bwfbadminton.com/player/51263/michael-fuchs,https://bwfbadminton.com/player/51797/johannes-schoettler","51263, 51797"
31,SGP / SGP,"Danny Bawa CHRISNANTA, Chayut TRIYACHART",0,84 - 64,"$44,263.08","35,457 / 12","https://bwfbadminton.com/player/66920/danny-bawa-chrisnanta,https://bwfbadminton.com/player/54662/chayut-triyachart","66920, 54662"
32,ENG / ENG,"Andrew ELLIS, Peter MILLS",0,19 - 19,"$48,783.17","33,765 / 22","https://bwfbadminton.com/player/54413/andrew-ellis,https://bwfbadminton.com/player/65233/peter-mills","54413, 65233"
33,USA / USA,"Sattawat PONGNAIRAT, Phillip CHEW",+4,50 - 68,"$8,851.15","32,547 / 23","https://bwfbadminton.com/player/74872/sattawat-pongnairat,https://bwfbadminton.com/player/36299/phillip-chew","74872, 36299"
34,JPN / JPN,"Takuto INOUE, Yuki KANEKO",0,57 - 29,"$9,444.98","32,450 / 13","https://bwfbadminton.com/player/59419/takuto-inoue,https://bwfbadminton.com/player/95761/yuki-kaneko","59419, 95761"
35,THA / THA,"Dechapol PUAVARANUKROH, Kittinupong KEDREN",0,52 - 39,"$4,904.98","32,440 / 13","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/73633/kittinupong-kedren","61731, 73633"
36,MAS / MAS,"Thien How HOON, LIM Khim Wah",+6,36 - 18,"$113,234.87","31,830 / 11","https://bwfbadminton.com/player/15697/thien-how-hoon,https://bwfbadminton.com/player/54171/lim-khim-wah","15697, 54171"
37,IND / IND,"Pranaav Jerry CHOPRA, Akshay DEWALKAR",-1,48 - 51,"$21,214.19","31,586 / 17","https://bwfbadminton.com/player/57839/pranaav-jerry-chopra,https://bwfbadminton.com/player/55356/akshay-dewalkar","57839, 55356"
38,GER / GER,"Max SCHWENGER, Josche ZURWONNE",-5,28 - 16,"$17,509.48","31,461 / 12","https://bwfbadminton.com/player/50324/max-schwenger,https://bwfbadminton.com/player/55514/josche-zurwonne","50324, 55514"
39,INA / INA,"Markis KIDO, Agripinna Prima Rahmanto PUTRA",-1,33 - 15,"$225,091.22","31,350 / 11","https://bwfbadminton.com/player/50420/markis-kido,https://bwfbadminton.com/player/72715/agripinna-prima-rahmanto-putra","50420, 72715"
40,CAN / CAN,"Adrian LIU, Derrick NG",+6,102 - 55,"$15,718.75","29,172 / 16","https://bwfbadminton.com/player/87626/adrian-liu,https://bwfbadminton.com/player/99279/derrick-ng","87626, 99279"
41,INA / INA,"Berry ANGRIAWAN, Rian Agung SAPUTRO",-2,0 - 0,"$63,216.21","28,530 / 11","https://bwfbadminton.com/player/23374/berry-angriawan,https://bwfbadminton.com/player/60692/rian-agung-saputro","23374, 60692"
42,TPE / TPE,"LIAO Min Chun, TSENG Min Hao",-1,0 - 0,"$18,028.73","27,960 / 14","https://bwfbadminton.com/player/53230/liao-min-chun,https://bwfbadminton.com/player/71729/tseng-min-hao","53230, 71729"
43,FRA / FRA,"Baptiste CAREME, Ronan LABAR",-3,4 - 0,"$16,276.62","27,638 / 23","https://bwfbadminton.com/player/51837/baptiste-careme,https://bwfbadminton.com/player/22038/ronan-labar","51837, 22038"
44,TPE / TPE,"LIN Chia Yu, Hsiao-Lin WU",-1,0 - 0,"$9,214.35","27,510 / 18","https://bwfbadminton.com/player/66194/lin-chia-yu,https://bwfbadminton.com/player/75026/hsiao-lin-wu","66194, 75026"
45,ENG / ENG,"Matthew NOTTINGHAM, Harley TOWLER",0,0 - 0,"$7,737.50","27,090 / 11","https://bwfbadminton.com/player/92632/matthew-nottingham,https://bwfbadminton.com/player/56168/harley-towler","92632, 56168"
46,DEN / DEN,"Mathias CHRISTIANSEN, David DAUGAARD",+1,0 - 0,"$11,039.50","26,940 / 14","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/59436/david-daugaard","99521, 59436"
47,THA / THA,"Bodin ISARA, Nipitphon PHUANGPHUAPET",+2,0 - 0,"$63,264.96","26,730 / 11","https://bwfbadminton.com/player/75983/bodin-isara,https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet","75983, 30342"
48,BEL / BEL,"Matijs DIERICKX, Freek GOLINSKI",-4,3 - 3,"$4,928.72","26,686 / 16","https://bwfbadminton.com/player/93750/matijs-dierickx,https://bwfbadminton.com/player/55486/freek-golinski","93750, 55486"
49,CAN / ENG,"Peter BRIGGS, Tom WOLFENDEN",+2,0 - 0,0,"26,110 / 16","https://bwfbadminton.com/player/29622/peter-briggs,https://bwfbadminton.com/player/94003/tom-wolfenden","29622, 94003"
50,INA / INA,"Fajar ALFIAN, Muhammad Rian ARDIANTO",-2,0 - 0,0,"26,020 / 13","https://bwfbadminton.com/player/88876/fajar-alfian,https://bwfbadminton.com/player/91130/muhammad-rian-ardianto","88876, 91130"
51,POL / POL,"Lukasz MOREN, Wojciech SZKUDLARCZYK",-1,0 - 0,0,"24,452 / 14","https://bwfbadminton.com/player/15362/lukasz-moren,https://bwfbadminton.com/player/15359/wojciech-szkudlarczyk","15362, 15359"
52,FRA / FRA,"Bastian KERSAUDY, Gaetan MITTELHEISSER",0,0 - 0,0,"23,710 / 11","https://bwfbadminton.com/player/96121/bastian-kersaudy,https://bwfbadminton.com/player/94817/gaetan-mittelheisser","96121, 94817"
53,AUS / AUS,"Matthew CHAU, Sawan SERASINGHE",0,0 - 0,0,"23,414 / 12","https://bwfbadminton.com/player/78695/matthew-chau,https://bwfbadminton.com/player/75157/sawan-serasinghe","78695, 75157"
54,MEX / MEX,"Job CASTILLO, Lino MUNOZ",+10,0 - 0,0,"22,250 / 8","https://bwfbadminton.com/player/93101/job-castillo,https://bwfbadminton.com/player/96461/lino-munoz","93101, 96461"
55,MAS / MAS,"TAN Wee Gieen, TEO Ee Yi",+13,0 - 0,0,"20,700 / 12","https://bwfbadminton.com/player/67677/tan-wee-gieen,https://bwfbadminton.com/player/99066/teo-ee-yi","67677, 99066"
56,CHN / CHN,"LIU Cheng, LU Kai",+56,0 - 0,0,"20,430 / 4","https://bwfbadminton.com/player/95396/liu-cheng,https://bwfbadminton.com/player/28549/lu-kai","95396, 28549"
57,BRA / BRA,"Hugo ARTHUSO, Daniel PAIOLA",+2,0 - 0,0,"20,401 / 11","https://bwfbadminton.com/player/53977/hugo-arthuso,https://bwfbadminton.com/player/62506/daniel-paiola","53977, 62506"
58,RSA / RSA,"Andries MALAN, Willem VILJOEN",+2,0 - 0,0,"20,394 / 10","https://bwfbadminton.com/player/63109/andries-malan,https://bwfbadminton.com/player/51604/willem-viljoen","63109, 51604"
59,ITA / ITA,"Giovanni GRECO, Rosario MADDALONI",+2,0 - 0,0,"20,118 / 16","https://bwfbadminton.com/player/54314/giovanni-greco,https://bwfbadminton.com/player/15286/rosario-maddaloni","54314, 15286"
60,TPE / TPE,"LIANG Jui Wei, LU Chia Pin",+2,0 - 0,0,"19,900 / 11","https://bwfbadminton.com/player/67442/liang-jui-wei,https://bwfbadminton.com/player/86722/lu-chia-pin","67442, 86722"
61,PER / PER,"Martin DEL VALLE, Mario CUBA",-3,0 - 0,0,"19,880 / 10","https://bwfbadminton.com/player/14324/martin-del-valle,https://bwfbadminton.com/player/54555/mario-cuba","14324, 54555"
62,SCO / SCO,"Martin CAMPBELL, Patrick MACHUGH",+1,0 - 0,0,"19,849 / 12","https://bwfbadminton.com/player/42181/martin-campbell,https://bwfbadminton.com/player/75235/patrick-machugh","42181, 75235"
63,GER / GER,"Raphael BECK, Andreas HEINZ",-9,0 - 0,0,"19,690 / 11","https://bwfbadminton.com/player/61139/raphael-beck,https://bwfbadminton.com/player/88130/andreas-heinz","61139, 88130"
64,TUR / TUR,"Emre VURAL, Sİnan ZORLU",+1,0 - 0,0,"19,419 / 16","https://bwfbadminton.com/player/95196/emre-vural,https://bwfbadminton.com/player/80148/s%C4%B0nan-zorlu","95196, 80148"
65,ENG / SCO,"Christopher COLES, Paul VAN RIETVELDE",+4,0 - 0,0,"18,800 / 13","https://bwfbadminton.com/player/30494/christopher-coles,https://bwfbadminton.com/player/71395/paul-van-rietvelde","30494, 71395"
66,SGP / SGP,"HEE Yong Kai Terry, Hendra WIJAYA",+4,0 - 0,0,"18,631 / 8","https://bwfbadminton.com/player/99181/hee-yong-kai-terry,https://bwfbadminton.com/player/13803/hendra-wijaya","99181, 13803"
67,INA / INA,"Hardianto HARDIANTO, Kenas Adi HARYANTO",+5,0 - 0,0,"18,580 / 10","https://bwfbadminton.com/player/69003/hardianto-hardianto,https://bwfbadminton.com/player/76486/kenas-adi-haryanto","69003, 76486"
68,CAN / CAN,"Kevin LI, Nyl YAKURA",-2,0 - 0,0,"18,570 / 13","https://bwfbadminton.com/player/77530/kevin-li,https://bwfbadminton.com/player/25322/nyl-yakura","77530, 25322"
69,GUA / GUA,"SOLIS JONATHAN, Rodolfo RAMIREZ",-12,0 - 0,0,"18,500 / 9","https://bwfbadminton.com/player/25684/solis-jonathan,https://bwfbadminton.com/player/52347/rodolfo-ramirez","25684, 52347"
70,UKR / UKR,"Gennadiy NATAROV, Artem POCHTAROV",+3,0 - 0,0,"18,360 / 14","https://bwfbadminton.com/player/24056/gennadiy-natarov,https://bwfbadminton.com/player/20301/artem-pochtarov","24056, 20301"
71,PHI / PHI,"Peter Gabriel MAGNAYE, Paul Jefferson VIVAS",-16,0 - 0,0,"18,214 / 12","https://bwfbadminton.com/player/46447/peter-gabriel-magnaye,https://bwfbadminton.com/player/33660/paul-jefferson-vivas","46447, 33660"
