rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,67 - 16,"$583,894.38","85,110 / 12","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
2,KOR / KOR,"LEE Yong Dae, YOO Yeon Seong",0,38 - 4,"$989,580.61","84,418 / 11","https://bwfbadminton.com/player/52774/lee-yong-dae,https://bwfbadminton.com/player/52273/yoo-yeon-seong","52774, 52273"
3,JPN / JPN,"Hiroyuki ENDO, Kenichi HAYAKAWA",0,137 - 70,"$244,282.85","73,532 / 16","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/54527/kenichi-hayakawa","54026, 54527"
4,DEN / DEN,"Mathias BOE, Carsten MOGENSEN",0,284 - 96,"$704,307.12","73,469 / 14","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/51304/carsten-mogensen","50292, 51304"
5,KOR / KOR,"KIM Gi Jung, KIM Sa Rang",0,105 - 44,"$188,003.48","69,901 / 15","https://bwfbadminton.com/player/39276/kim-gi-jung,https://bwfbadminton.com/player/84007/kim-sa-rang","39276, 84007"
6,TPE / TPE,"LEE Sheng Mu, TSAI Chia Hsin",0,54 - 25,"$223,901.87","63,678 / 15","https://bwfbadminton.com/player/52931/lee-sheng-mu,https://bwfbadminton.com/player/13189/tsai-chia-hsin","52931, 13189"
7,MAS / MAS,"Thien How HOON, TAN Wee Kiong",0,65 - 42,"$117,943.60","58,970 / 14","https://bwfbadminton.com/player/15697/thien-how-hoon,https://bwfbadminton.com/player/52071/tan-wee-kiong","15697, 52071"
8,CHN / CHN,"LIU Xiaolong, QIU Zihan",0,91 - 63,"$185,273.73","58,113 / 14","https://bwfbadminton.com/player/11777/liu-xiaolong,https://bwfbadminton.com/player/47277/qiu-zihan","11777, 47277"
9,INA / INA,"Marcus Fernaldi GIDEON, Markis KIDO",0,29 - 15,"$255,277.47","57,520 / 14","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/50420/markis-kido","26394, 50420"
10,INA / INA,"Angga PRATAMA, Rian Agung SAPUTRO",0,89 - 55,"$109,903.76","52,890 / 13","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/60692/rian-agung-saputro","61855, 60692"
11,KOR / KOR,"KO Sung Hyun, SHIN Baekcheol",0,20 - 12,"$393,415.23","50,340 / 12","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/54785/shin-baekcheol","88094, 54785"
12,CHN / CHN,"CHAI Biao, HONG Wei",0,33 - 10,"$292,629.99","50,054 / 9","https://bwfbadminton.com/player/96784/chai-biao,https://bwfbadminton.com/player/69809/hong-wei","96784, 69809"
13,ENG / ENG,"Chris ADCOCK, Andrew ELLIS",0,76 - 62,"$62,200.42","49,416 / 16","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/54413/andrew-ellis","70333, 54413"
14,JPN / JPN,"Hirokatsu HASHIMOTO, Noriyasu HIRATA",0,132 - 94,"$124,585.59","48,270 / 17","https://bwfbadminton.com/player/74326/hirokatsu-hashimoto,https://bwfbadminton.com/player/15380/noriyasu-hirata","74326, 15380"
15,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",0,64 - 31,"$56,210.23","47,371 / 16","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
16,MAS / MAS,"LIM Khim Wah, GOH V Shem",+1,66 - 37,"$120,981.86","44,961 / 10","https://bwfbadminton.com/player/54171/lim-khim-wah,https://bwfbadminton.com/player/54805/goh-v-shem","54171, 54805"
17,DEN / DEN,"Mads CONRAD-PETERSEN, Mads Pieler KOLDING",+1,77 - 28,"$98,791.15","44,876 / 18","https://bwfbadminton.com/player/42722/mads-conrad-petersen,https://bwfbadminton.com/player/52958/mads-pieler-kolding","42722, 52958"
18,THA / THA,"Maneepong JONGJIT, Nipitphon PHUANGPHUAPET",-2,37 - 24,"$79,543.08","44,825 / 16","https://bwfbadminton.com/player/67172/maneepong-jongjit,https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet","67172, 30342"
19,DEN /  / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",0,60 - 33,"$40,355.75","40,830 / 17","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
20,INA / INA,"Berry ANGRIAWAN, Ricky KARANDASUWARDI",0,20 - 13,"$52,935.54","40,830 / 12","https://bwfbadminton.com/player/23374/berry-angriawan,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","23374, 66493"
21,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",0,139 - 56,"$99,359.74","40,615 / 13","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
22,TPE / TPE,"CHEN Hung Ling, LU Chia Pin",0,38 - 25,"$58,635.61","39,157 / 16","https://bwfbadminton.com/player/53613/chen-hung-ling,https://bwfbadminton.com/player/86722/lu-chia-pin","53613, 86722"
